event_promotion,is_open,id,title,announce_date,score,type,status,description,datetime_local,visible_until_utc,time_tbd,date_tbd,url,created_at,popularity,short_title,datetime_utc,datetime_tbd,visible_listing_count,average_price,lowest_price_good_deals,median_price,listing_count,lowest_price,highest_price,employee_only,created_at,method,metro_code,postal_code,timezone,has_upcoming_events,id,city,extended_address,display_location,state,score,num_upcoming_events,address,slug,name,url,country,popularity,name_v2,lat,lon,employee_only,created_at,method
NA,FALSE,4347126,Green Bay Packers at Seattle Seahawks,2018-04-20T00:00:00,0.922,nfl,normal,,2018-11-15T17:20:00,2018-11-16T05:20:00,FALSE,FALSE,https://seatgeek.com/packers-at-seahawks-tickets/11-15-2018-seattle-washington-centurylink-field/nfl/4347126,2018-04-20T00:47:56,0.99,Packers at Seahawks,2018-11-16T01:20:00,FALSE,742,319,134,268,69,134,885,FALSE,2018-08-24T21:53:40Z,QRCODE,819,98134,America/Los_Angeles,TRUE,339,Seattle,"Seattle, WA 98134","Seattle, WA",WA,0.87232786,7,800 Occidental Ave S,centurylink-field,CenturyLink Field,https://seatgeek.com/venues/centurylink-field/tickets,US,0,CenturyLink Field,47.5948,-122.332,FALSE,2018-03-02T22:54:54Z,QRCODE
NA,FALSE,4281956,South Alabama Jaguars at Louisiana Ragin Cajuns Football,2018-02-28T00:00:00,0.423,ncaa_football,normal,,2018-11-17T16:00:00,2018-11-18T02:00:00,FALSE,FALSE,https://seatgeek.com/south-alabama-jaguars-at-louisiana-ragin-cajuns-football-tickets/ncaa-football/2018-11-17-4-pm/4281956,2018-02-28T15:00:12,0.622,South Alabama at Louisiana,2018-11-17T22:00:00,FALSE,45,62.903225,28,69,93,24,69,NA,NA,NA,642,70506,America/Chicago,TRUE,2796,Lafayette,"Lafayette, LA 70506","Lafayette, LA",LA,0.43303972,1,201 Reinhardt Dr,cajun-field,Cajun Field,https://seatgeek.com/venues/cajun-field/tickets,US,0,Cajun Field,30.22,-92.04,NA,NA,NA
NA,FALSE,4346947,Pittsburgh Steelers at Jacksonville Jaguars,2018-04-20T00:00:00,0.833,nfl,normal,,2018-11-18T13:00:00,2018-11-18T22:00:00,FALSE,FALSE,https://seatgeek.com/steelers-at-jaguars-tickets/11-18-2018-jacksonville-florida-tiaa-bank-field/nfl/4346947,2018-04-20T00:47:19,0.919,Steelers at Jaguars,2018-11-18T18:00:00,FALSE,1107,192,82,187,63,121,370,FALSE,2018-08-24T21:53:40Z,QRCODE,561,32202,America/New_York,TRUE,5178,Jacksonville,"Jacksonville, FL 32202","Jacksonville, FL",FL,0.83759147,5,1 TIAA Bank Field Drive,tiaa-bank-field,TIAA Bank Field,https://seatgeek.com/venues/tiaa-bank-field/tickets,US,0,TIAA Bank Field,30.32,-81.64,FALSE,2015-10-17T20:03:42Z,QRCODE_TM
NA,FALSE,4347068,Cincinnati Bengals at Baltimore Ravens,2018-04-20T00:00:00,0.805,nfl,normal,,2018-11-18T13:00:00,2018-11-18T22:00:00,FALSE,FALSE,https://seatgeek.com/bengals-at-ravens-tickets/11-18-2018-baltimore-maryland-m-t-bank-stadium/nfl/4347068,2018-04-20T00:47:45,0.894,Bengals at Ravens,2018-11-18T18:00:00,FALSE,2043,89,30,71,396,30,406,FALSE,2018-08-24T21:53:40Z,QRCODE,512,21230,America/New_York,TRUE,1121,Baltimore,"Baltimore, MD 21230","Baltimore, MD",MD,0.8927189,4,1101 Russell St,m-t-bank-stadium,M&T Bank Stadium,https://seatgeek.com/venues/m-t-bank-stadium/tickets,US,0,M&T Bank Stadium,39.2774,-76.623,FALSE,2015-08-04T00:00:00Z,QRCODE_TM
NA,FALSE,4347025,Carolina Panthers at Detroit Lions,2018-04-20T00:00:00,0.869,nfl,normal,,2018-11-18T13:00:00,2018-11-18T22:00:00,FALSE,FALSE,https://seatgeek.com/panthers-at-lions-tickets/11-18-2018-detroit-michigan-ford-field/nfl/4347025,2018-04-20T00:47:37,0.946,Panthers at Lions,2018-11-18T18:00:00,FALSE,999,89,39,70,322,39,349,FALSE,2018-08-24T21:53:40Z,QRCODE,505,48226,America/Detroit,TRUE,346,Detroit,"Detroit, MI 48226","Detroit, MI",MI,0.9029952,9,2000 Brush St.,ford-field,Ford Field,https://seatgeek.com/venues/ford-field/tickets,US,0,Ford Field,42.34,-83.0459,FALSE,2015-11-04T17:31:52Z,NONE
NA,FALSE,4347049,Dallas Cowboys at Atlanta Falcons,2018-04-20T00:00:00,0.914,nfl,normal,,2018-11-18T13:00:00,2018-11-18T22:00:00,FALSE,FALSE,https://seatgeek.com/cowboys-at-falcons-tickets/11-18-2018-atlanta-georgia-mercedes-benz-stadium/nfl/4347049,2018-04-20T00:47:41,0.978,Cowboys at Falcons,2018-11-18T18:00:00,FALSE,2021,282,132,217,446,137,1206,FALSE,2018-08-24T21:53:40Z,QRCODE,0,30313,America/New_York,TRUE,419590,Atlanta,"Atlanta, GA 30313","Atlanta, GA",GA,0.76958936,13,441 M.L.K. Jr Dr NW,mercedes-benz-stadium,Mercedes-Benz Stadium,https://seatgeek.com/venues/mercedes-benz-stadium/tickets,US,0,Mercedes-Benz Stadium,33.7547,-84.404,FALSE,2018-08-23T20:14:46Z,QRCODE
NA,FALSE,4346957,Tennessee Titans at Indianapolis Colts,2018-04-20T00:00:00,0.812,nfl,normal,,2018-11-18T13:00:00,2018-11-18T22:00:00,FALSE,FALSE,https://seatgeek.com/titans-at-colts-tickets/11-18-2018-indianapolis-indiana-lucas-oil-stadium/nfl/4346957,2018-04-20T00:47:22,0.9,Titans at Colts,2018-11-18T18:00:00,FALSE,1211,108,43,95,329,43,513,FALSE,2018-08-24T21:53:40Z,QRCODE,527,46225,America/Indiana/Indianapolis,TRUE,1130,Indianapolis,"Indianapolis, IN 46225","Indianapolis, IN",IN,0.9071682,9,500 South Capitol Avenue,lucas-oil-stadium,Lucas Oil Stadium,https://seatgeek.com/venues/lucas-oil-stadium/tickets,US,0,Lucas Oil Stadium,39.7601,-86.1639,FALSE,2018-09-13T22:29:37Z,QRCODE_TM
NA,FALSE,4346929,Tampa Bay Buccaneers at New York Giants,2018-04-20T00:00:00,0.862,nfl,normal,,2018-11-18T13:00:00,2018-11-18T22:00:00,FALSE,FALSE,https://seatgeek.com/buccaneers-at-giants-tickets/11-18-2018-east-rutherford-new-jersey-metlife-stadium/nfl/4346929,2018-04-20T00:47:16,0.943,Buccaneers at Giants,2018-11-18T18:00:00,FALSE,1874,189,67,151,141,67,1761,FALSE,2018-08-24T21:53:40Z,QRCODE,501,07073,America/New_York,TRUE,1587,East Rutherford,"East Rutherford, NJ 07073","East Rutherford, NJ",NJ,0.94873494,9,1 MetLife Stadium Drive,metlife-stadium,MetLife Stadium,https://seatgeek.com/venues/metlife-stadium/tickets,US,0,MetLife Stadium,40.8142,-74.0737,FALSE,2015-09-12T14:14:07Z,QRCODE_TM
NA,FALSE,4346939,Houston Texans at Washington Redskins,2018-04-20T00:00:00,0.869,nfl,normal,,2018-11-18T13:00:00,2018-11-18T22:00:00,FALSE,FALSE,https://seatgeek.com/texans-at-redskins-tickets/11-18-2018-landover-maryland-fedex-field/nfl/4346939,2018-04-20T00:47:17,0.942,Texans at Redskins,2018-11-18T18:00:00,FALSE,1027,107,61,92,348,62,675,FALSE,2018-08-24T21:53:40Z,QRCODE,511,20785,America/New_York,TRUE,35,Landover,"Landover, MD 20785","Landover, MD",MD,0.9333444,3,1600 Fedex Way,fedex-field,FedEx Field,https://seatgeek.com/venues/fedex-field/tickets,US,0,FedEx Field,38.9071,-76.8658,FALSE,2015-09-12T14:13:58Z,QRCODE_TM
NA,FALSE,4347100,Oakland Raiders at Arizona Cardinals,2018-04-20T00:00:00,0.886,nfl,normal,,2018-11-18T14:05:00,2018-11-19T01:05:00,FALSE,FALSE,https://seatgeek.com/raiders-at-cardinals-tickets/11-18-2018-glendale-arizona-state-farm-stadium/nfl/4347100,2018-04-20T00:47:51,0.955,Raiders at Cardinals,2018-11-18T21:05:00,FALSE,1013,141,77,122,343,77,591,FALSE,2018-08-24T21:53:40Z,QRCODE,753,85305,America/Phoenix,TRUE,43,Glendale,"Glendale, AZ 85305","Glendale, AZ",AZ,0.93402725,9,1 Cardinals Drive,state-farm-stadium,State Farm Stadium,https://seatgeek.com/venues/state-farm-stadium/tickets,US,0,State Farm Stadium,33.5294,-112.262,FALSE,2015-12-21T17:26:05Z,NONE
